project_code,sector,ministry,agency,state,log_cost,planned_duration_days,age_days,physical_progress_pct,financial_progress_pct,progress_gap_pct,is_cost_revised,is_schedule_revised,declared_cost_overrun_pct,declared_slip_days,is_ne,elapsed_share,months_past_original_doc,already_overdue,months_remaining,required_velocity,is_newly_added,project_name,y_slip,y_cost_up,exit_status,y_adverse
612786,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,airport authority of india [aai],Andhra Pradesh,5.586911522924786,1037.0,1127.0,65.0,48.539,-16.461,0,1,0.0,181.0,0,1.0867888138862103,2.9566360052562417,1,2.9894875164257555,11.707692307692309,0,"Construction of New Domestic Terminal Building Building and miscellaneous works including maintenance, operations and AICMC at Kadapa Airport",1,0,on_roster,1
701107,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,airport authority of india [aai],Andhra Pradesh,6.418038618426381,822.0,2130.0,87.2,85.5083,-1.6917,0,1,0.0,1491.0,0,2.591240875912409,42.96977660972404,1,6.011826544021025,2.1291366120218576,0,Construction of New Integrated Terminal Building and associated works including apron to park 3 code E type of aircraft or 6 code C type of aircraft at Vijayawada Airport.,1,1,on_roster,1
701121,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,airport authority of india [aai],Andhra Pradesh,5.852633421388556,974.0,1217.0,90.0,49.1978,-40.8022,0,1,0.0,304.0,0,1.2494866529774127,7.982917214191852,1,2.0039421813403417,4.99016393442623,0,Construction of New Domestic Terminal Building at Rajahmundry Airport.,1,0,on_roster,1
706724,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,adani airport holdings limited,Assam,7.44600149832412,3012.0,3408.0,98.0,104.2615,6.2615,1,1,47.1963,457.0,1,1.1314741035856575,13.009198423127463,1,2.0039421813403417,0.9980327868852459,0,Guwahati Airport New Integrated Terminal Building Construction Project,0,0,on_roster,0
612183,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,airport authority of india [aai],Bihar,7.254177846456518,942.0,608.0,1.28,0.5407,-0.7393,0,0,0.0,0.0,0,0.6454352441613588,-10.972404730617608,0,10.972404730617608,8.99711616766467,0,Development of New Civil Enclave at Bihta,0,0,on_roster,0
612194,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,airport authority of india [aai],Bihar,6.8163634125517065,730.0,639.0,65.0,41.0778,-23.9222,0,1,0.0,123.0,0,0.8753424657534247,-2.9894875164257555,0,7.030223390275952,4.978504672897197,0,Development of New Civil Enclave and associated works at Darbhanga Airport,0,0,on_roster,0
701101,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,airport authority of india [aai],Bihar,7.104883343093065,2769.0,2739.0,98.22,98.6663,0.4463,0,0,0.0,0.0,0,0.9891657638136512,-0.9855453350854139,0,0.9855453350854139,1.8061066666666679,0,"Construction of New Domestic Terminal Building [Phase-I and II] and other allied structures at JPNI Airport, Patna",1,0,on_roster,1
619054,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,airport authority of india [aai],Gujarat,5.897428555181388,1096.0,821.0,33.13,24.2027,-8.9273,0,0,0.0,0.0,0,0.7490875912408759,-9.034165571616294,0,9.034165571616294,7.401901090909092,0,Development of Keshod Airport.,0,0,on_roster,0
701126,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,airport authority of india [aai],Gujarat,7.174724309836376,1461.0,1400.0,82.0,57.8221,-24.1779,1,0,18.8506,0.0,0,0.9582477754962354,-2.0039421813403417,0,2.0039421813403417,8.982295081967212,0,"Development of Dholera International Greenfield Airport , Gujarat",1,0,on_roster,1
611047,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,airport authority of india [aai],Jammu and Kashmir,6.759684412907734,974.0,913.0,51.35,37.0921,-14.2579,0,1,0.0,153.0,0,0.9373716632443532,-2.0039421813403417,0,7.030223390275952,6.920121495327103,0,"Construction of NTB complex including apron, taxi track and other associated civil works and electrical & mechanical installations towards Tawi River side at CA Jammu.",0,0,on_roster,0
612787,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,airport authority of india [aai],Karnataka,5.772904226726582,945.0,1035.0,77.0,46.3944,-30.6056,0,1,0.0,151.0,0,1.0952380952380953,2.9566360052562417,1,2.0039421813403417,11.477377049180328,0,Construction of New Domestic Terminal Building and Miscellaneous works at Hubli Airport,1,0,on_roster,1
612788,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,airport authority of india [aai],Karnataka,5.779044542489994,976.0,1035.0,87.0,63.4207,-23.5793,0,1,0.0,120.0,0,1.0604508196721312,1.938239159001314,1,2.0039421813403417,6.487213114754098,0,Construction of New Domestic Terminal Building and Miscellaneous Works at Belagavi Airport.,1,0,on_roster,1
612789,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,airport authority of india [aai],Kerala,6.185323458594698,823.0,1035.0,59.0,42.223,-16.777,0,1,0.0,456.0,0,1.2575941676792224,6.964520367936925,1,8.015768725361367,5.114918032786885,0,"Development of additional RESA on either end on Runway 10-28 at Calicut Airport. Construction of embankment with slope protection, drainage system and associated works for additional RESA on either end on Runway 10-28",0,0,on_roster,0
400010,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,airport authority of india [aai],Ladakh,6.175867270105761,1158.0,2831.0,78.9,78.4078,-0.4922,1,1,33.3333,1764.0,0,2.4447322970639034,54.96057818659658,1,2.9894875164257555,7.058065934065932,0,"Construction of Terminal Building & Associated works at Leh Airport, Ladakh",0,0,on_roster,0
706718,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,airport authority of india [aai],Manipur,6.214608098422191,973.0,1612.0,50.69,40.479,-10.211,0,1,0.0,883.0,1,1.656731757451182,20.992115637319316,1,8.015768725361367,6.151624590163935,0,C/o NITB Imphal Airport,0,0,on_roster,0
611570,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,airport authority of india [aai],"Multi-States (Karnataka, Maharashtra, Telangana, Uttar Pradesh)",6.217563726247825,1735.0,1947.0,78.0,76.1669,-1.8331,0,1,0.0,334.0,0,1.1221902017291066,6.964520367936925,1,4.0078843626806835,5.489180327868852,0,"SITC of ATM Automation System and ASMGCS [Including SMR & MLAT] for Mumbai, Navi Mumbai, Jewar [earlier MOPA, without ASMGCS], HIAL & BIAL",0,0,on_roster,0
618977,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,airport authority of india [aai],Rajasthan,7.318539548567902,791.0,243.0,12.8,2.6808,-10.1192,0,1,0.0,31.0,0,0.30720606826801516,-18.00262812089356,0,19.021024967148488,4.584400690846287,0,"Development of New Greenfield Airport at Bundi, Kota Rajasthan.",0,0,on_roster,0
701127,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,airport authority of india [aai],Rajasthan,6.175867270105761,1369.0,1400.0,97.35,70.825,-26.525,0,1,0.0,31.0,0,1.0226442658875092,1.0183968462549278,1,0.0,,0,Construction of New Passenger Terminal Building for Domestic Operations at Jodhpur Airport.,1,0,on_roster,1
701128,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,airport authority of india [aai],Rajasthan,6.78897174299217,1004.0,1035.0,68.71,59.0316,-9.6784,0,1,0.0,184.0,0,1.0308764940239044,1.0183968462549278,1,5.026281208935611,6.22527843137255,0,Construction of New Integrated Passenger Terminal Building at Udaipur Airport,0,0,on_roster,0
612793,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,airport authority of india [aai],Sikkim,5.781545663121923,943.0,882.0,34.25,25.0077,-9.2423,0,1,0.0,365.0,1,0.9353128313891834,-2.0039421813403417,0,13.994743758212877,4.698192488262911,0,"Widening of basic strip at Western Side of Runway Chainage 80m to 920m i/c slope stabilization Measures [Balance work] of uphill and Improvement of Storm Water Drainage System at Pakyong Airport, Sikkim on design & build basis [EPC] with integrated 10 years maintenance.",0,0,on_roster,0
611602,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,airport authority of india [aai],Tamil Nadu,7.0967213784947605,2618.0,2892.0,38.0,23.9851,-14.0149,0,1,0.0,518.0,0,1.1046600458365163,9.00131406044678,1,8.015768725361367,7.734754098360655,0,"Modernization of Chennai Airport, Phase II, Part 2",0,0,on_roster,0
701113,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,airport authority of india [aai],Uttar Pradesh,7.962293763946991,1095.0,639.0,27.0,19.9341,-7.0659,0,0,0.0,0.0,0,0.5835616438356165,-14.98028909329829,0,14.98028909329829,4.873070175438597,0,"Development of Lal Bahadur Shastri International airport, Varanasi including C/o New Terminal Building, Apron Extension, Runway Extension, PTT and allied works.",0,0,on_roster,0
701122,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,airport authority of india [aai],Uttar Pradesh,6.363028103540465,760.0,669.0,40.03,34.1295,-5.9005,0,1,0.0,123.0,0,0.8802631578947369,-2.9894875164257555,0,7.030223390275952,8.53031214953271,0,Development of New Integrated Civil Enclave at Agra Airport,0,0,on_roster,0
611495,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,airport authority of india [aai],West Bengal,7.346010209913293,942.0,608.0,34.6,28.4964,-6.1036,0,1,0.0,-59.0,0,0.6454352441613588,-10.972404730617608,0,9.034165571616294,7.2391854545454555,0,Development of New Civil Enclave at Bagdogra Airport,1,0,on_roster,1
612791,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,airport authority of india [aai],West Bengal,5.7969691893823185,945.0,1127.0,64.5,42.5739,-21.9261,0,1,0.0,304.0,0,1.1925925925925926,5.978975032851511,1,4.0078843626806835,8.857540983606556,0,"Re-Construction of Rigid portions of Secondary Runway, K and A Taxiway and Strengthening of C Taxiway at NSCBI Airport Kolkata.",0,0,on_roster,0
615820,Coal,Ministry of Coal,mis mocoal integration logins,Assam,5.079974772174869,3287.0,1370.0,88.18,69.769,-18.411,0,0,0.0,0.0,1,0.41679342865835106,-62.97634691195795,0,62.97634691195795,0.18768951486697955,0,TIKAK EXTENSION OCP,0,0,on_roster,0
615821,Coal,Ministry of Coal,mis mocoal integration logins,Assam,5.671465873179658,2922.0,1247.0,3.26,36.4852,33.2252,0,0,0.0,0.0,1,0.4267624914442163,-55.02628120893561,0,55.02628120893561,1.7580690149253733,0,TIRAP OCP,0,0,on_roster,0
400144,Coal,Ministry of Coal,south eastern coalfields limited [secl],Chhattisgarh,7.74548753449964,3012.0,1947.0,11.81,4.9274,-6.8826,0,0,0.0,0.0,0,0.646414342629482,-34.98685939553219,0,34.98685939553219,2.5206606572769954,0,PORDA CHIMTAPANI OCP [10 MTY],0,0,on_roster,0
400149,Coal,Ministry of Coal,south eastern coalfields limited [secl],Chhattisgarh,7.745349063907111,3134.0,2069.0,55.95,43.0249,-12.9251,0,0,0.0,0.0,0,0.660178685386088,-34.98685939553219,0,34.98685939553219,1.259044131455399,0,BAROUD OC EXPANSION [3.0-10.0M,0,0,on_roster,0
400354,Coal,Ministry of Coal,south eastern coalfields limited [secl],Chhattisgarh,8.564534687725287,3012.0,1947.0,38.0,55.5216,17.5216,0,0,0.0,0.0,0,0.646414342629482,-34.98685939553219,0,34.98685939553219,1.772093896713615,0,DIPKA EXPANSION OCP [40 MTY],0,0,on_roster,0
400424,Coal,Ministry of Coal,south eastern coalfields limited [secl],Chhattisgarh,9.377328300604933,2556.0,3683.0,78.48,58.4396,-20.0404,0,1,0.0,1461.0,0,1.4409233176838812,37.023653088042046,1,10.972404730617608,1.961283832335329,0,GEVRA OC [70 MTY],0,0,on_roster,0
613798,Coal,Ministry of Coal,south eastern coalfields limited [secl],Chhattisgarh,5.819993905618264,4046.0,4077.0,42.47,27.05,-15.42,0,0,0.0,0.0,0,1.0076618882847257,1.0183968462549278,1,-1.0183968462549278,,0,AMERA OC RCE [1.0 MTY],0,0,on_roster,0
613799,Coal,Ministry of Coal,south eastern coalfields limited [secl],Chhattisgarh,5.759248716840184,3896.0,3927.0,78.86,60.5802,-18.2798,0,0,0.0,0.0,0,1.0079568788501028,1.0183968462549278,1,-1.0183968462549278,,0,AMGAON OC RCE [1.0 MTY],0,0,on_roster,0
613800,Coal,Ministry of Coal,south eastern coalfields limited [secl],Chhattisgarh,6.132291139932975,3165.0,3561.0,96.15,60.2407,-35.9093,0,1,0.0,730.0,0,1.1251184834123222,13.009198423127463,1,10.972404730617608,0.3508802395209576,0,JAGANNATHPUR OC RCE PROJECT,0,0,on_roster,0
613801,Coal,Ministry of Coal,south eastern coalfields limited [secl],Chhattisgarh,6.0192256178933725,2861.0,2892.0,54.6,45.7344,-8.8656,0,1,0.0,731.0,0,1.010835372247466,1.0183968462549278,1,22.996057818659658,1.9742514285714285,0,MAHAMAYA OCP [1.50 MTY],0,0,on_roster,0
615191,Coal,Ministry of Coal,south eastern coalfields limited [secl],Chhattisgarh,5.79972881570341,2251.0,1186.0,2.01,18.8421,16.8321,0,0,0.0,0.0,0,0.5268769435806309,-34.98685939553219,0,34.98685939553219,2.800765821596244,0,KATKONA RO UG MINE,0,0,on_roster,0
616234,Coal,Ministry of Coal,south eastern coalfields limited [secl],Chhattisgarh,7.453585046345869,3804.0,1278.0,40.34,0.9687,-39.3713,0,0,0.0,0.0,0,0.3359621451104101,-82.98291721419184,0,82.98291721419184,0.7189431512272367,0,PELMA OC MDO,0,0,on_roster,0
617287,Coal,Ministry of Coal,secl - cil,Chhattisgarh,8.415798136250247,1946.0,516.0,22.0,18.089,-3.911,0,0,0.0,0.0,0,0.26515930113052416,-46.97766097240473,0,46.97766097240473,1.6603636363636365,0,KUSMUNDA OC EXPANSION PROJECT,0,0,on_roster,0
617288,Coal,Ministry of Coal,south eastern coalfields limited [secl],Chhattisgarh,5.949626411491186,1520.0,455.0,21.29,30.3416,9.0516,0,0,0.0,0.0,0,0.2993421052631579,-34.98685939553219,0,34.98685939553219,2.249701784037559,0,MANIKPUR OC EXPANSION PROJECT,0,0,on_roster,0
619171,Coal,Ministry of Coal,secl - cil,Chhattisgarh,7.79024514376692,2373.0,212.0,0.01,0.0973,0.0873,0,0,0.0,0.0,0,0.08933839022334597,-70.99211563731932,0,70.99211563731932,1.4084662656177696,0,RPR FOR DURGAPUR OCP 10 MTY,0,0,on_roster,0
619172,Coal,Ministry of Coal,secl - cil,Chhattisgarh,7.528433912027871,1551.0,486.0,0.0,0.0242,0.0242,0,0,0.0,0.0,0,0.31334622823984526,-34.98685939553219,0,34.98685939553219,2.8582159624413146,0,MADANNAGAR OCP 12 MTY - MDO,1,0,on_roster,1
400018,Coal,Ministry of Coal,ecl - cil,Jharkhand,6.757409019827197,2404.0,1339.0,63.22,52.9724,-10.2476,0,0,0.0,0.0,0,0.5569883527454242,-34.98685939553219,0,34.98685939553219,1.0512518309859156,0,HURA C OCP,0,0,on_roster,0
400073,Coal,Ministry of Coal,ministry of coal,Jharkhand,6.685036637381008,3712.0,1551.0,53.47,54.2498,0.7798,0,0,0.0,0.0,0,0.41783405172413796,-70.99211563731932,0,70.99211563731932,0.6554248958815364,0,KONAR EXPANSION OCP,0,0,on_roster,0
400074,Coal,Ministry of Coal,ministry of coal,Jharkhand,6.812862012257475,2616.0,1551.0,23.57,31.8613,8.2913,0,0,0.0,0.0,0,0.5928899082568807,-34.98685939553219,0,34.98685939553219,2.184534460093897,0,KARO EXPANSION OCP,0,0,on_roster,0
400136,Coal,Ministry of Coal,ministry of coal,Jharkhand,7.886457270977689,2922.0,761.0,16.77,0.6053,-16.1647,0,0,0.0,0.0,0,0.2604380561259411,-70.99211563731932,0,70.99211563731932,1.1723837112447941,0,SANGHMITRA OC,0,0,on_roster,0
400138,Coal,Ministry of Coal,ministry of coal,Jharkhand,6.881924518947615,4230.0,2069.0,24.86,45.2748,20.4148,0,0,0.0,0.0,0,0.4891252955082742,-70.99211563731932,0,70.99211563731932,1.0584273947246645,0,CHANDRAGUPT OCP,0,0,on_roster,0
400139,Coal,Ministry of Coal,ministry of coal,Jharkhand,6.759324873809783,4230.0,2069.0,47.95,72.9053,24.9553,1,0,-27.3686,0.0,0,0.4891252955082742,-70.99211563731932,0,70.99211563731932,0.7331800092549745,0,KOTRE BASANTPUR PACHMO OCP,0,0,on_roster,0
